WELL_GROUP_ID,WELL_GROUP_NAME,WELL_ID,WELL_NAME,WELL_PURPOSE,CANTON,ORG_NAME,BLOCK,CONVERT_DATE,PROD_DATE
GI096,G096,WI163,W163,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI162,W162,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI162,W162,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI164,W164,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI164,W164,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI167,W167,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI168,W168,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI169,W169,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI165,W165,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI165,W165,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI357,W357,生产井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI097,G097,WI358,W358,生产井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI011,G011,WI251,W251,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI252,W252,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI013,G013,WI253,W253,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI254,W254,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI015,G015,WI255,W255,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI018,G018,WI258,W258,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI010,G010,WI250,W250,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI256,W256,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI259,W259,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI260,W260,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI022,G022,WI262,W262,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI021,G021,WI261,W261,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI049,G049,WI082,W082,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI050,G050,WI082,W082,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI049,G049,WI180,W180,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI080,G080,WI180,W180,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI049,G049,WI181,W181,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI050,G050,WI181,W181,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI049,G049,WI008,W008,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI086,W086,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI204,W204,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI204,W204,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI084,G084,WI204,W204,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI084,G084,WI205,W205,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI087,G087,WI205,W205,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI084,G084,WI206,W206,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI087,G087,WI206,W206,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI199,W199,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI200,W200,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI203,W203,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI203,W203,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI338,W338,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI086,G086,WI338,W338,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI086,G086,WI339,W339,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI087,G087,WI340,W340,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI074,G074,WI084,W084,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI084,W084,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI073,G073,WI178,W178,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI074,G074,WI178,W178,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI073,G073,WI179,W179,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI074,G074,WI179,W179,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI192,W192,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI192,W192,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI068,G068,WI177,W177,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI177,W177,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI185,W185,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI185,W185,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI191,W191,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI191,W191,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI191,W191,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI193,W193,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI193,W193,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI083,W083,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI068,G068,WI081,W081,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI081,W081,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI189,W189,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI189,W189,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI195,W195,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI072,G072,WI195,W195,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI197,W197,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI072,G072,WI197,W197,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI176,W176,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI183,W183,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI183,W183,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI190,W190,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI190,W190,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI188,W188,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI188,W188,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI196,W196,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI072,G072,WI196,W196,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI184,W184,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI184,W184,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI065,G065,WI085,W085,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI066,G066,WI087,W087,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI050,G050,WI182,W182,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI065,G065,WI182,W182,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI065,G065,WI194,W194,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI064,G064,WI312,W312,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI051,G051,WI345,W345,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI067,G067,WI345,W345,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI066,G066,WI201,W201,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI208,W208,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI090,G090,WI208,W208,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI209,W209,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI090,G090,WI209,W209,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI210,W210,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI090,G090,WI210,W210,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI066,G066,WI202,W202,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI087,G087,WI207,W207,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI084,G084,WI337,W337,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI085,G085,WI337,W337,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI088,G088,WI341,W341,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI342,W342,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI056,G056,WI351,W351,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI057,G057,WI351,W351,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI090,G090,WI343,W343,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI052,G052,WI347,W347,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI053,G053,WI347,W347,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI052,G052,WI346,W346,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI067,G067,WI346,W346,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI053,G053,WI348,W348,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI054,G054,WI348,W348,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI054,G054,WI349,W349,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI055,G055,WI349,W349,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI055,G055,WI350,W350,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI056,G056,WI350,W350,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI011,G011,WI171,W171,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI171,W171,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI172,W172,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI174,W174,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI173,W173,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI170,W170,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI006,G006,WI149,W149,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI007,G007,WI149,W149,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI064,G064,WI335,W335,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI081,G081,WI335,W335,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI062,G062,WI217,W217,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI063,G063,WI217,W217,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI061,G061,WI218,W218,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI062,G062,WI218,W218,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI061,G061,WI219,W219,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI062,G062,WI219,W219,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI063,G063,WI220,W220,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI091,G091,WI220,W220,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI091,G091,WI223,W223,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI092,G092,WI223,W223,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI092,G092,WI224,W224,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI093,G093,WI224,W224,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI062,G062,WI221,W221,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI063,G063,WI221,W221,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI091,G091,WI222,W222,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI092,G092,WI222,W222,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI091,G091,WI352,W352,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI093,G093,WI354,W354,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI092,G092,WI353,W353,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI058,G058,WI211,W211,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI059,G059,WI211,W211,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI058,G058,WI212,W212,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI059,G059,WI212,W212,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI059,G059,WI213,W213,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI060,G060,WI213,W213,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI059,G059,WI214,W214,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI060,G060,WI214,W214,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI060,G060,WI215,W215,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI061,G061,WI215,W215,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI060,G060,WI216,W216,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI061,G061,WI216,W216,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI007,G007,WI237,W237,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI002,G002,WI228,W228,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI003,G003,WI228,W228,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI003,G003,WI229,W229,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI004,G004,WI229,W229,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI002,G002,WI233,W233,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI003,G003,WI233,W233,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI004,G004,WI230,W230,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI005,G005,WI230,W230,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI005,G005,WI231,W231,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI003,G003,WI234,W234,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI004,G004,WI234,W234,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI008,G008,WI239,W239,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI009,G009,WI239,W239,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI006,G006,WI236,W236,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI007,G007,WI236,W236,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI007,G007,WI235,W235,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI028,G028,WI286,W286,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI029,G029,WI286,W286,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI027,G027,WI284,W284,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI027,G027,WI285,W285,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI028,G028,WI285,W285,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI046,G046,WI290,W290,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI044,G044,WI288,W288,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI045,G045,WI289,W289,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI047,G047,WI291,W291,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI019,G019,WI077,W077,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI013,G013,WI076,W076,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI079,W079,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI080,W080,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI043,G043,WI240,W240,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI044,G044,WI240,W240,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI004,G004,WI244,W244,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI005,G005,WI245,W245,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI003,G003,WI243,W243,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI002,G002,WI242,W242,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI043,G043,WI287,W287,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI001,G001,WI241,W241,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI050,G050,WI031,W031,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI065,G065,WI031,W031,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI050,G050,WI187,W187,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI065,G065,WI187,W187,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI066,G066,WI198,W198,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI049,G049,WI186,W186,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI050,G050,WI186,W186,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI080,G080,WI334,W334,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI081,G081,WI334,W334,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI064,G064,WI336,W336,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI082,G082,WI336,W336,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI080,G080,WI068,W068,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI073,G073,WI321,W321,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI074,G074,WI322,W322,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI323,W323,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI325,W325,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI327,W327,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI078,G078,WI326,W326,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI324,W324,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI021,G021,WI144,W144,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI126,W126,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI051,W051,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI135,W135,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI136,W136,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI072,G072,WI320,W320,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI071,W071,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI071,W071,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI068,G068,WI007,W007,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI074,G074,WI067,W067,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI075,G075,WI067,W067,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI069,G069,WI317,W317,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI070,G070,WI318,W318,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI068,G068,WI316,W316,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI071,G071,WI319,W319,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI036,G036,WI092,W092,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI093,W093,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI095,W095,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI095,W095,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI096,W096,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI096,W096,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI099,W099,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI099,W099,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI100,W100,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI100,W100,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI094,W094,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI094,W094,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI097,W097,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
