WELL_NAME,WELL_GROUP_NAME,PROD_DATE,LIQ_PROD_DAILY,OIL_PROD_DAILY,WATER_CUT,WH_TEMP,MAX_TUBING_PRES
W330,G082,2025/06/08 00:00:00,43.2,2.25,94.8,78.0,0.21
W330,G082,2025/06/09 00:00:00,42.4,0.38,99.1,77.0,0.2
W330,G082,2025/06/10 00:00:00,41.7,4.5,89.2,77.0,0.21
W330,G082,2025/06/11 00:00:00,42.4,4.58,89.2,77.0,0.2
W330,G082,2025/06/12 00:00:00,41.7,1.17,97.2,76.0,0.21
W330,G082,2025/06/13 00:00:00,41.7,1.17,97.2,77.0,0.2
W330,G082,2025/06/14 00:00:00,41.0,1.15,97.2,76.0,0.21
W330,G082,2025/06/15 00:00:00,41.7,1.17,97.2,76.0,0.22
W330,G082,2025/06/16 00:00:00,43.9,1.23,97.2,76.0,0.22
W330,G082,2025/06/17 00:00:00,43.9,1.19,97.3,78.0,0.2
W330,G082,2025/06/18 00:00:00,41.7,1.13,97.3,79.0,0.22
W330,G082,2025/06/19 00:00:00,40.2,1.09,97.3,74.0,0.22
W330,G082,2025/06/20 00:00:00,41.7,0.33,99.2,76.0,0.2
W330,G082,2025/06/21 00:00:00,50.5,0.4,99.2,74.0,0.18
W330,G082,2025/06/22 00:00:00,22.6,0.18,99.2,74.0,0.2
W330,G082,2025/06/23 00:00:00,46.1,0.37,99.2,74.0,0.18
W330,G082,2025/06/24 00:00:00,46.1,4.2,90.9,75.0,0.19
W330,G082,2025/06/25 00:00:00,45.3,4.12,90.9,74.0,0.15
W330,G082,2025/06/26 00:00:00,46.1,4.2,90.9,76.0,0.18
W330,G082,2025/06/27 00:00:00,47.5,4.32,90.9,74.0,0.22
W330,G082,2025/06/28 00:00:00,46.1,0.23,99.5,78.0,0.23
W330,G082,2025/06/29 00:00:00,43.9,0.22,99.5,78.0,0.25
W330,G082,2025/06/30 00:00:00,43.2,0.22,99.5,78.0,0.26
W330,G082,2025/09/01 00:00:00,6.5,0.7,89.2,75.0,0.22
W330,G082,2025/09/02 00:00:00,8.0,0.14,98.2,76.0,0.2
W330,G082,2025/09/03 00:00:00,9.5,0.17,98.2,80.0,0.23
W330,G082,2025/09/04 00:00:00,10.2,0.18,98.2,80.0,0.2
W330,G082,2025/09/05 00:00:00,8.0,0.09,98.9,83.0,0.21
W330,G082,2025/09/06 00:00:00,8.0,0.09,98.9,76.0,0.25
W330,G082,2025/09/07 00:00:00,8.0,0.09,98.9,76.0,0.26
W330,G082,2025/09/08 00:00:00,27.0,0.3,98.9,76.0,0.25
W330,G082,2025/09/09 00:00:00,30.8,2.71,91.2,78.0,0.26
W354,G093,2025/04/13 00:00:00,8.6,0.17,97.99,85.0,0.3
W354,G093,2025/04/14 00:00:00,8.6,0.09,99.0,85.0,0.3
W354,G093,2025/04/15 00:00:00,8.6,0.09,99.0,85.0,0.3
W354,G093,2025/04/16 00:00:00,8.6,0.09,99.0,85.0,0.3
W354,G093,2025/04/17 00:00:00,8.6,0.31,96.41,85.0,0.3
W354,G093,2025/04/18 00:00:00,8.6,0.03,99.7,85.0,0.3
W354,G093,2025/04/19 00:00:00,8.6,0.23,97.31,85.0,0.3
W354,G093,2025/04/20 00:00:00,8.6,0.12,98.56,85.0,0.3
W354,G093,2025/04/21 00:00:00,8.6,0.17,98.05,85.0,0.3
W354,G093,2025/04/22 00:00:00,8.6,0.16,98.19,85.0,0.3
W354,G093,2025/04/23 00:00:00,8.6,0.4,95.31,80.0,0.3
W354,G093,2025/04/24 00:00:00,8.6,0.44,94.87,83.0,0.3
W354,G093,2025/04/25 00:00:00,8.6,0.44,94.87,85.0,0.3
W354,G093,2025/04/26 00:00:00,8.6,0.44,94.87,85.0,0.3
W354,G093,2025/04/27 00:00:00,8.6,0.44,94.87,85.0,0.3
W354,G093,2025/04/28 00:00:00,8.6,1.29,85.0,85.0,0.3
W354,G093,2025/04/29 00:00:00,8.6,1.29,85.0,85.0,0.3
W354,G093,2025/04/30 00:00:00,8.6,1.19,86.2,85.0,0.3
W354,G093,2025/05/01 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/02 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/03 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/04 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/05 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/06 00:00:00,8.6,1.19,86.2,87.0,0.3
W354,G093,2025/05/07 00:00:00,8.6,1.19,86.2,85.0,0.3
W354,G093,2025/05/08 00:00:00,8.6,0.49,94.3,85.0,0.3
W354,G093,2025/05/09 00:00:00,8.6,0.92,89.3,88.0,0.3
W354,G093,2025/05/10 00:00:00,8.6,0.92,89.3,89.0,0.3
W354,G093,2025/05/11 00:00:00,8.6,0.92,89.3,88.0,0.3
W354,G093,2025/05/12 00:00:00,8.6,1.7,80.2,88.0,0.3
W354,G093,2025/05/13 00:00:00,8.6,1.7,80.2,85.0,0.3
W354,G093,2025/05/14 00:00:00,8.6,1.26,85.3,86.0,0.3
W354,G093,2025/05/15 00:00:00,8.6,1.26,85.3,86.0,0.3
W354,G093,2025/05/16 00:00:00,8.6,1.08,87.4,86.0,0.3
W354,G093,2025/05/17 00:00:00,8.6,1.08,87.4,86.0,0.3
W354,G093,2025/05/18 00:00:00,8.6,1.08,87.4,86.0,0.3
W354,G093,2025/05/19 00:00:00,8.6,1.08,87.4,86.0,0.3
W354,G093,2025/05/20 00:00:00,8.6,1.08,87.4,86.0,0.3
W354,G093,2025/05/21 00:00:00,8.6,1.32,84.6,83.0,0.3
W354,G093,2025/05/22 00:00:00,8.6,1.32,84.6,83.0,0.3
W354,G093,2025/05/23 00:00:00,8.6,1.39,83.8,83.0,0.3
W354,G093,2025/05/24 00:00:00,8.6,1.39,83.8,83.0,0.3
W354,G093,2025/05/25 00:00:00,8.6,1.39,83.8,84.0,0.3
W354,G093,2025/05/26 00:00:00,1.8,0.29,83.8,84.0,0.25
W354,G093,2025/05/27 00:00:00,51.8,8.39,83.8,70.0,0.25
W354,G093,2025/05/28 00:00:00,7.8,1.26,83.8,70.0,0.25
W330,G082,2025/09/10 00:00:00,31.4,5.87,81.3,76.0,0.23
W330,G082,2025/09/11 00:00:00,34.4,6.43,81.3,75.0,0.22
W330,G082,2025/09/12 00:00:00,38.0,0.27,99.3,76.0,0.2
W330,G082,2025/09/13 00:00:00,39.5,4.46,88.7,78.0,0.21
W330,G082,2025/09/14 00:00:00,41.0,4.63,88.7,78.0,0.22
W330,G082,2025/09/15 00:00:00,40.2,4.54,88.7,78.0,0.21
W330,G082,2025/09/16 00:00:00,39.5,3.75,90.5,76.0,0.22
W330,G082,2025/09/17 00:00:00,39.4,3.74,90.5,77.0,0.2
W330,G082,2025/09/18 00:00:00,37.3,3.54,90.5,78.0,0.24
W330,G082,2025/09/19 00:00:00,39.4,1.85,95.3,79.0,0.25
W330,G082,2025/09/20 00:00:00,32.9,1.55,95.3,79.0,0.21
W330,G082,2025/09/21 00:00:00,40.1,1.88,95.3,79.0,0.22
W330,G082,2025/09/22 00:00:00,34.4,1.62,95.3,79.0,0.23
W330,G082,2025/09/23 00:00:00,33.9,0.37,98.9,80.0,0.21
W330,G082,2025/09/24 00:00:00,31.4,0.35,98.9,92.0,0.2
W330,G082,2025/03/01 00:00:00,53.8,1.24,97.7,74.0,0.24
W330,G082,2025/03/02 00:00:00,51.2,1.18,97.7,74.0,0.23
W330,G082,2025/03/03 00:00:00,50.5,1.16,97.7,74.0,0.22
W330,G082,2025/03/04 00:00:00,51.9,1.82,96.5,74.0,0.21
W330,G082,2025/03/05 00:00:00,50.5,1.21,97.6,74.0,0.21
W330,G082,2025/03/06 00:00:00,51.2,1.23,97.6,74.0,0.21
W330,G082,2025/03/07 00:00:00,50.5,1.21,97.6,76.0,0.21
W330,G082,2025/03/08 00:00:00,49.7,1.19,97.6,78.0,0.21
W330,G082,2025/03/09 00:00:00,50.5,1.21,97.6,80.0,0.22
W330,G082,2025/03/10 00:00:00,51.2,1.23,97.6,82.0,0.2
W330,G082,2025/03/11 00:00:00,46.8,1.12,97.6,82.0,0.2
W330,G082,2025/03/12 00:00:00,49.7,3.78,92.4,80.0,0.23
W330,G082,2025/03/13 00:00:00,49.0,3.72,92.4,78.0,0.2
W330,G082,2025/03/14 00:00:00,48.3,3.67,92.4,73.0,0.21
W330,G082,2025/03/15 00:00:00,47.5,1.05,97.8,74.0,0.18
W330,G082,2025/03/16 00:00:00,47.7,1.05,97.8,73.0,0.2
W330,G082,2025/03/17 00:00:00,46.8,1.03,97.8,72.0,0.21
W330,G082,2025/03/18 00:00:00,52.7,7.48,85.8,80.0,0.2
W330,G082,2025/03/19 00:00:00,46.1,6.55,85.8,79.0,0.2
W330,G082,2025/03/20 00:00:00,46.8,6.65,85.8,78.0,0.2
W330,G082,2025/03/21 00:00:00,47.5,6.75,85.8,80.0,0.22
W330,G082,2025/03/22 00:00:00,49.7,2.63,94.7,76.0,0.23
W330,G082,2025/03/23 00:00:00,49.7,2.63,94.7,75.0,0.22
W330,G082,2025/03/24 00:00:00,50.5,2.68,94.7,76.0,0.21
W330,G082,2025/03/25 00:00:00,49.7,2.49,95.0,78.0,0.21
W330,G082,2025/03/26 00:00:00,50.5,2.53,95.0,80.0,0.22
W330,G082,2025/03/27 00:00:00,50.5,2.53,95.0,72.0,0.2
W330,G082,2025/03/28 00:00:00,51.9,2.6,95.0,78.0,0.18
W330,G082,2025/03/29 00:00:00,50.5,2.02,96.0,74.0,0.19
W330,G082,2025/03/30 00:00:00,49.7,1.99,96.0,73.0,0.18
W330,G082,2025/03/31 00:00:00,47.5,1.9,96.0,72.0,0.17
W330,G082,2025/04/01 00:00:00,48.5,1.94,96.0,73.0,0.16
W330,G082,2025/04/02 00:00:00,53.4,2.88,94.6,77.0,0.2
W330,G082,2025/04/03 00:00:00,56.3,3.04,94.6,76.0,0.15
W330,G082,2025/04/04 00:00:00,59.1,3.19,94.6,74.0,0.15
W354,G093,2025/05/29 00:00:00,1.4,0.41,70.6,70.0,0.25
W354,G093,2025/05/30 00:00:00,1.4,0.6,56.8,70.0,0.3
W354,G093,2025/05/31 00:00:00,1.7,0.73,56.8,70.0,0.3
W354,G093,2025/06/01 00:00:00,1.7,0.37,78.32,85.0,0.3
W330,G082,2025/04/05 00:00:00,57.1,3.08,94.6,75.0,0.15
W330,G082,2025/04/06 00:00:00,56.0,3.02,94.6,76.0,0.16
W330,G082,2025/04/07 00:00:00,53.8,2.91,94.6,78.0,0.15
W330,G082,2025/04/08 00:00:00,50.5,8.08,84.0,79.0,0.2
W330,G082,2025/04/13 00:00:00,27.8,0.14,99.5,82.0,0.26
W330,G082,2025/04/14 00:00:00,28.5,5.64,80.2,80.0,0.25
W330,G082,2025/04/15 00:00:00,30.0,0.63,97.9,82.0,0.26
W330,G082,2025/04/16 00:00:00,30.7,0.64,97.9,76.0,0.2
W330,G082,2025/04/17 00:00:00,31.4,0.66,97.9,78.0,0.22
W330,G082,2025/04/18 00:00:00,31.4,1.19,96.2,76.0,0.23
W330,G082,2025/04/19 00:00:00,31.4,1.19,96.2,76.0,0.22
W330,G082,2025/04/20 00:00:00,31.4,1.19,96.2,76.0,0.23
W330,G082,2025/04/21 00:00:00,31.4,1.19,96.2,76.0,0.22
W330,G082,2025/04/22 00:00:00,31.4,1.13,96.4,76.0,0.15
W330,G082,2025/04/23 00:00:00,31.4,1.13,96.4,76.0,0.15
W330,G082,2025/04/24 00:00:00,31.4,1.13,96.4,76.0,0.16
W330,G082,2025/04/25 00:00:00,31.4,2.26,92.8,80.0,0.2
W330,G082,2025/04/26 00:00:00,31.4,0.69,97.8,80.0,0.15
W330,G082,2025/04/27 00:00:00,31.4,0.69,97.8,80.0,0.15
W330,G082,2025/04/28 00:00:00,31.4,1.07,96.6,74.0,0.2
W330,G082,2025/04/29 00:00:00,31.4,1.07,96.6,74.0,0.22
W330,G082,2025/04/30 00:00:00,31.4,2.98,90.5,76.0,0.2
W330,G082,2025/05/01 00:00:00,31.4,2.98,90.5,75.0,0.21
W330,G082,2025/05/02 00:00:00,31.4,1.16,96.3,75.0,0.2
W330,G082,2025/05/03 00:00:00,31.4,1.16,96.3,75.0,0.21
W330,G082,2025/05/04 00:00:00,31.4,1.16,96.3,80.0,0.2
W330,G082,2025/05/05 00:00:00,31.4,1.16,96.3,80.0,0.23
W330,G082,2025/05/06 00:00:00,31.4,1.16,96.3,80.0,0.23
W330,G082,2025/05/07 00:00:00,31.4,2.39,92.4,78.0,0.2
W330,G082,2025/05/08 00:00:00,31.4,0.31,99.0,81.0,0.23
W330,G082,2025/05/09 00:00:00,31.4,2.26,92.8,80.0,0.2
W330,G082,2025/05/10 00:00:00,31.4,0.31,99.0,78.0,0.18
W330,G082,2025/05/11 00:00:00,31.4,0.31,99.0,80.0,0.2
W330,G082,2025/05/12 00:00:00,31.4,0.31,99.0,82.0,0.18
W330,G082,2025/05/13 00:00:00,31.4,0.88,97.2,74.0,0.22
W330,G082,2025/05/14 00:00:00,31.4,0.88,97.2,74.0,0.23
W330,G082,2025/05/15 00:00:00,31.4,0.88,97.2,82.0,0.25
W330,G082,2025/05/16 00:00:00,31.4,0.44,98.6,82.0,0.24
W330,G082,2025/05/17 00:00:00,31.4,0.44,98.6,82.0,0.2
W330,G082,2025/05/18 00:00:00,41.0,0.57,98.6,82.0,0.21
W330,G082,2025/05/19 00:00:00,42.4,0.59,98.6,76.0,0.2
W330,G082,2025/05/20 00:00:00,39.5,0.55,98.6,79.0,0.17
W330,G082,2025/05/21 00:00:00,38.8,0.7,98.2,90.0,0.22
W330,G082,2025/05/22 00:00:00,39.3,0.71,98.2,80.0,0.22
W330,G082,2025/05/23 00:00:00,40.0,0.2,99.5,90.0,0.23
W330,G082,2025/05/24 00:00:00,41.0,0.21,99.5,90.0,0.22
W330,G082,2025/05/25 00:00:00,41.7,0.21,99.5,88.0,0.23
W330,G082,2025/05/26 00:00:00,37.3,0.19,99.5,88.0,0.22
W330,G082,2025/05/27 00:00:00,34.4,0.28,99.2,90.0,0.2
W330,G082,2025/05/28 00:00:00,34.4,0.28,99.2,90.0,0.22
W330,G082,2025/05/29 00:00:00,32.9,0.26,99.2,90.0,0.2
W330,G082,2025/05/30 00:00:00,35.8,0.32,99.1,90.0,0.21
W330,G082,2025/05/31 00:00:00,36.6,0.33,99.1,90.0,0.2
W330,G082,2025/06/01 00:00:00,39.5,0.36,99.1,80.0,0.22
W354,G093,2025/03/01 00:00:00,47.6,1.86,96.1,85.0,0.2
W354,G093,2025/03/02 00:00:00,47.6,0.48,99.0,85.0,0.2
W354,G093,2025/03/03 00:00:00,47.6,0.48,99.0,85.0,0.2
W354,G093,2025/03/04 00:00:00,10.8,0.11,99.0,89.0,0.2
W354,G093,2025/03/05 00:00:00,10.8,2.21,79.57,89.0,0.2
W354,G093,2025/03/06 00:00:00,10.8,2.49,76.91,85.0,0.3
W354,G093,2025/03/07 00:00:00,10.8,2.49,76.91,85.0,0.2
W354,G093,2025/03/08 00:00:00,10.8,0.44,95.93,85.0,0.2
W354,G093,2025/03/09 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/10 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/11 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/12 00:00:00,10.8,0.11,99.0,85.0,0.2
W354,G093,2025/03/13 00:00:00,10.8,0.11,99.0,85.0,0.2
W354,G093,2025/03/14 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/15 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/16 00:00:00,10.8,0.11,99.0,85.0,0.3
W354,G093,2025/03/17 00:00:00,10.8,1.03,90.5,85.0,0.3
W354,G093,2025/03/18 00:00:00,10.8,0.81,92.5,90.0,0.3
W354,G093,2025/03/19 00:00:00,10.8,0.11,99.0,85.0,0.28
W354,G093,2025/03/20 00:00:00,10.8,0.11,99.0,85.0,0.28
W354,G093,2025/03/21 00:00:00,10.8,1.37,87.35,88.0,0.3
W291,G047,2025/04/13 00:00:00,18.5,2.61,85.9,120.0,1.25
W291,G047,2025/04/14 00:00:00,15.0,2.12,85.9,130.0,1.3
W291,G047,2025/04/15 00:00:00,14.7,1.76,88.0,130.0,1.1
W291,G047,2025/04/16 00:00:00,14.5,1.74,88.0,132.0,1.2
W291,G047,2025/04/17 00:00:00,13.6,2.38,82.5,132.0,1.2
W291,G047,2025/04/18 00:00:00,14.4,3.0,79.2,130.0,1.2
W291,G047,2025/04/19 00:00:00,14.4,3.0,79.2,130.0,1.2
W291,G047,2025/04/20 00:00:00,14.4,3.0,79.2,130.0,1.2
W291,G047,2025/04/21 00:00:00,14.4,3.0,79.2,130.0,1.3
W291,G047,2025/04/22 00:00:00,14.4,3.0,79.2,130.0,1.3
W291,G047,2025/04/23 00:00:00,14.4,3.0,79.2,130.0,1.35
W290,G046,2025/05/19 00:00:00,15.8,4.36,72.4,83.0,0.35
W290,G046,2025/05/20 00:00:00,16.8,4.64,72.4,90.0,0.35
W290,G046,2025/05/21 00:00:00,14.1,3.89,72.4,90.0,0.4
W290,G046,2025/05/22 00:00:00,13.0,2.72,79.1,88.0,0.4
W290,G046,2025/05/23 00:00:00,11.5,2.27,80.3,88.0,0.4
W290,G046,2025/05/24 00:00:00,15.4,3.88,74.8,86.0,0.42
W290,G046,2025/05/25 00:00:00,13.6,3.43,74.8,81.0,0.42
W290,G046,2025/05/26 00:00:00,14.6,3.68,74.8,81.0,0.42
W290,G046,2025/05/27 00:00:00,11.6,2.92,74.8,100.0,0.35
W290,G046,2025/05/28 00:00:00,11.9,3.0,74.8,100.0,0.35
W290,G046,2025/05/29 00:00:00,13.5,3.29,75.6,100.0,0.32
W290,G046,2025/05/30 00:00:00,13.8,3.24,76.5,100.0,0.32
W290,G046,2025/05/31 00:00:00,12.0,2.82,76.5,100.0,0.35
W290,G046,2025/06/01 00:00:00,12.2,2.87,76.5,100.0,0.35
W290,G046,2025/06/02 00:00:00,8.0,1.88,76.5,100.0,0.35
W290,G046,2025/06/03 00:00:00,13.1,3.08,76.5,100.0,0.35
W290,G046,2025/06/04 00:00:00,9.8,2.3,76.5,100.0,0.32
W291,G047,2025/04/24 00:00:00,14.4,3.0,79.2,138.0,1.35
W291,G047,2025/04/25 00:00:00,14.4,5.52,61.7,135.0,1.3
W291,G047,2025/04/26 00:00:00,14.4,5.52,61.7,130.0,1.2
W291,G047,2025/04/27 00:00:00,14.4,5.52,61.7,130.0,1.25
W291,G047,2025/04/28 00:00:00,14.4,5.52,61.7,130.0,1.05
W291,G047,2025/04/29 00:00:00,14.4,5.36,62.8,130.0,1.05
W291,G047,2025/04/30 00:00:00,14.4,2.79,80.6,130.0,0.9
W291,G047,2025/05/01 00:00:00,14.4,2.79,80.6,130.0,0.95
W291,G047,2025/05/02 00:00:00,14.4,5.0,65.3,130.0,0.9
W291,G047,2025/05/03 00:00:00,14.4,5.0,65.3,128.0,0.8
W291,G047,2025/05/04 00:00:00,14.4,5.0,65.3,128.0,0.9
W291,G047,2025/05/05 00:00:00,14.4,5.0,65.3,128.0,0.95
W291,G047,2025/05/06 00:00:00,14.4,2.32,83.9,128.0,0.95
W291,G047,2025/05/07 00:00:00,14.4,2.66,81.5,128.0,0.8
W291,G047,2025/05/08 00:00:00,14.4,2.66,81.5,128.0,0.8
W291,G047,2025/05/09 00:00:00,14.4,3.99,72.3,122.0,0.8
W291,G047,2025/05/10 00:00:00,14.4,3.99,72.3,124.0,0.8
W291,G047,2025/05/11 00:00:00,14.4,3.99,72.3,125.0,0.85
W291,G047,2025/05/12 00:00:00,14.4,3.99,72.3,122.0,0.8
W291,G047,2025/05/13 00:00:00,14.4,3.8,73.6,125.0,0.65
W291,G047,2025/05/14 00:00:00,14.4,4.59,68.1,123.0,0.65
W291,G047,2025/05/15 00:00:00,14.4,5.34,62.9,123.0,0.68
W291,G047,2025/05/16 00:00:00,14.3,3.06,78.6,123.0,0.65
W291,G047,2025/05/17 00:00:00,15.1,3.23,78.6,123.0,0.6
W291,G047,2025/05/18 00:00:00,12.6,2.7,78.6,123.0,0.6
W291,G047,2025/05/19 00:00:00,16.2,3.47,78.6,123.0,0.6
W291,G047,2025/05/20 00:00:00,11.9,2.55,78.6,123.0,0.6
W291,G047,2025/05/21 00:00:00,15.2,3.25,78.6,123.0,0.6
W291,G047,2025/05/22 00:00:00,13.3,3.29,75.3,130.0,0.6
W291,G047,2025/05/23 00:00:00,12.5,3.18,74.6,130.0,0.8
W291,G047,2025/05/24 00:00:00,12.9,2.23,82.7,130.0,0.58
W291,G047,2025/05/25 00:00:00,16.3,4.73,71.0,128.0,0.58
W188,G071,2025/05/10 00:00:00,,,,,0.0
W188,G071,2025/05/11 00:00:00,,,,,0.0
W188,G071,2025/05/12 00:00:00,,,,,0.0
W188,G071,2025/05/13 00:00:00,,,,,0.0
W188,G071,2025/05/14 00:00:00,,,,,0.0
W188,G071,2025/05/15 00:00:00,,,,,0.0
W188,G071,2025/05/16 00:00:00,,,,,0.0
W188,G071,2025/05/17 00:00:00,,,,,0.0
W188,G071,2025/05/18 00:00:00,,,,,0.0
W188,G071,2025/05/19 00:00:00,,,,,0.0
W188,G071,2025/05/20 00:00:00,,,,,0.0
W188,G071,2025/05/21 00:00:00,,,,,0.0
W188,G071,2025/05/22 00:00:00,,,,,0.0
W188,G071,2025/05/23 00:00:00,,,,,0.0
W188,G071,2025/05/24 00:00:00,,,,,0.0
W188,G071,2025/05/25 00:00:00,,,,,0.0
W188,G071,2025/05/26 00:00:00,,,,,0.0
W188,G071,2025/05/27 00:00:00,,,,,0.0
W188,G071,2025/05/28 00:00:00,,,,,0.0
W188,G071,2025/05/29 00:00:00,,,,,0.0
W188,G071,2025/05/30 00:00:00,,,,,0.0
W188,G071,2025/05/31 00:00:00,,,,,0.0
W188,G071,2025/06/01 00:00:00,,,,,0.0
W188,G071,2025/06/02 00:00:00,,,,,0.0
W188,G071,2025/06/03 00:00:00,,,,,0.0
W188,G071,2025/06/04 00:00:00,,,,,0.0
W188,G071,2025/06/05 00:00:00,,,,,0.0
W188,G071,2025/06/06 00:00:00,,,,,0.0
W188,G071,2025/06/07 00:00:00,,,,,0.0
W188,G071,2025/06/08 00:00:00,,,,,0.0
W188,G071,2025/06/09 00:00:00,,,,,0.0
W188,G071,2025/06/10 00:00:00,,,,,0.0
W188,G071,2025/06/11 00:00:00,,,,,0.0
W188,G071,2025/06/12 00:00:00,,,,,0.0
W188,G071,2025/06/13 00:00:00,,,,,0.0
W188,G071,2025/06/14 00:00:00,,,,,0.0
W188,G071,2025/06/15 00:00:00,,,,,0.0
W188,G071,2025/06/16 00:00:00,,,,,0.0
W188,G071,2025/06/17 00:00:00,,,,,0.0
W188,G071,2025/06/18 00:00:00,,,,,0.0
W188,G071,2025/06/19 00:00:00,,,,,0.0
W188,G071,2025/06/20 00:00:00,,,,,0.0
W188,G071,2025/06/21 00:00:00,,,,,0.0
W188,G071,2025/06/22 00:00:00,,,,,0.0
W188,G071,2025/06/23 00:00:00,,,,,0.0
W188,G071,2025/06/24 00:00:00,,,,,0.0
W188,G071,2025/06/25 00:00:00,,,,,0.0
W188,G071,2025/06/26 00:00:00,,,,,0.0
W188,G071,2025/06/27 00:00:00,,,,,0.0
W188,G071,2025/06/28 00:00:00,,,,,0.0
W291,G047,2025/09/01 00:00:00,13.1,3.9,70.2,120.0,0.6
W291,G047,2025/09/02 00:00:00,11.1,3.06,72.4,125.0,0.6
W291,G047,2025/09/03 00:00:00,12.3,3.39,72.4,126.0,0.6
W291,G047,2025/09/04 00:00:00,14.8,3.91,73.6,125.0,0.65
W291,G047,2025/09/05 00:00:00,14.5,3.83,73.6,122.0,0.6
W291,G047,2025/09/06 00:00:00,15.0,3.96,73.6,130.0,0.62
W291,G047,2025/09/07 00:00:00,10.6,2.8,73.6,130.0,0.6
W291,G047,2025/09/08 00:00:00,11.8,3.12,73.6,130.0,0.62
W291,G047,2025/09/09 00:00:00,16.0,4.98,68.9,128.0,0.68
W291,G047,2025/09/10 00:00:00,10.5,3.27,68.9,128.0,0.65
W291,G047,2025/09/11 00:00:00,15.2,5.96,60.8,128.0,0.7
W291,G047,2025/09/12 00:00:00,15.7,3.36,78.6,128.0,0.7
W291,G047,2025/09/13 00:00:00,12.0,2.57,78.6,130.0,0.65
W291,G047,2025/09/14 00:00:00,15.3,3.27,78.6,130.0,0.7
W291,G047,2025/09/15 00:00:00,16.8,3.6,78.6,130.0,0.65
W291,G047,2025/09/16 00:00:00,13.5,2.85,78.9,125.0,0.7
W291,G047,2025/09/17 00:00:00,15.3,4.1,73.2,126.0,0.8
W291,G047,2025/09/18 00:00:00,13.7,2.73,80.1,126.0,0.82
W291,G047,2025/09/19 00:00:00,13.8,2.58,81.3,130.0,0.85
W291,G047,2025/09/20 00:00:00,13.4,2.26,83.1,135.0,0.85
W291,G047,2025/09/21 00:00:00,18.5,3.13,83.1,135.0,0.85
W291,G047,2025/09/22 00:00:00,17.1,2.89,83.1,135.0,0.85
W291,G047,2025/09/23 00:00:00,17.1,1.93,88.7,120.0,0.8
W291,G047,2025/09/24 00:00:00,13.2,1.49,88.7,125.0,0.8
W290,G046,2025/06/05 00:00:00,13.6,3.2,76.5,88.0,0.35
W290,G046,2025/06/06 00:00:00,9.0,2.48,72.4,88.0,0.36
W290,G046,2025/06/07 00:00:00,12.9,3.56,72.4,85.0,0.3
W290,G046,2025/06/08 00:00:00,12.0,3.31,72.4,82.0,0.32
W290,G046,2025/06/09 00:00:00,9.8,2.7,72.4,82.0,0.35
W290,G046,2025/06/10 00:00:00,13.4,3.7,72.4,82.0,0.32
W290,G046,2025/06/11 00:00:00,9.9,2.73,72.4,82.0,0.35
W290,G046,2025/06/12 00:00:00,6.7,1.85,72.4,75.0,0.33
W290,G046,2025/06/13 00:00:00,6.4,1.77,72.4,75.0,0.33
W290,G046,2025/06/14 00:00:00,7.9,3.0,62.0,78.0,0.32
W290,G046,2025/06/15 00:00:00,9.5,3.61,62.0,78.0,0.32
W290,G046,2025/06/16 00:00:00,12.6,2.82,77.6,78.0,0.32
W290,G046,2025/06/17 00:00:00,12.1,2.71,77.6,88.0,0.33
W290,G046,2025/06/18 00:00:00,10.2,2.28,77.6,88.0,0.33
W290,G046,2025/06/19 00:00:00,14.4,1.45,89.9,88.0,0.33
W290,G046,2025/06/20 00:00:00,12.5,1.83,85.4,92.0,0.35
W290,G046,2025/06/21 00:00:00,12.8,1.87,85.4,92.0,0.35
W290,G046,2025/06/22 00:00:00,10.7,1.56,85.4,92.0,0.32
W290,G046,2025/06/23 00:00:00,12.3,1.8,85.4,92.0,0.35
W290,G046,2025/06/24 00:00:00,9.1,1.33,85.4,92.0,0.33
W290,G046,2025/06/25 00:00:00,6.7,0.98,85.4,95.0,0.33
W290,G046,2025/06/26 00:00:00,7.0,0.67,90.5,95.0,0.33
W290,G046,2025/06/27 00:00:00,9.2,2.31,74.9,95.0,0.32
W290,G046,2025/06/28 00:00:00,7.0,1.76,74.9,97.0,0.32
W290,G046,2025/06/29 00:00:00,9.6,2.41,74.9,97.0,0.32
W290,G046,2025/06/30 00:00:00,7.0,1.76,74.9,97.0,0.32
W188,G071,2025/06/29 00:00:00,,,,,0.0
W188,G071,2025/06/30 00:00:00,,,,,0.0
W291,G047,2025/06/12 00:00:00,3.9,1.16,70.2,72.0,0.32
W291,G047,2025/06/13 00:00:00,2.8,0.83,70.2,62.0,0.32
W296,G033,2025/03/08 00:00:00,,,,,0.0
W296,G033,2025/03/09 00:00:00,,,,,0.0
